date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:04:32	130/130	---M-Z	200	added ('OK')	text/plain	etag:%22d2-589ad4d023228-gzip%22	http://demo.agnidesigns.com/robots.txt		(from )
17:04:34	79349/79349	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202019%2013:04:32%20GMT	http://demo.agnidesigns.com/fortune/demo14/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/index.html	(from )
17:04:34	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2008%20Jun%202019%2013:04:33%20GMT	http://demo.agnidesigns.com/fortune/demo14/xmlrpc.php	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/xmlrpc.php	(from http://demo.agnidesigns.com/fortune/demo14/)
17:04:35	1151/1151	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2002%20Mar%202017%2008:22:28%20GMT	http://demo.agnidesigns.com/fortune/demo14/feed/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/feed/index.html	(from http://demo.agnidesigns.com/fortune/demo14/)
17:04:35	1099/1099	---M-Z	200	added ('OK')	text/css	etag:%2244b-53584b0b28d00-gzip%22	http://demo.agnidesigns.com/fortune/demo14/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.4.2	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/wp-content/plugins/contact-form-7/includes/css/stylesc1f9.css	(from http://demo.agnidesigns.com/fortune/demo14/)
17:04:36	1042/1042	---M-Z	200	added ('OK')	application/rss+xml	date:Sat,%2008%20Jun%202019%2013:04:35%20GMT	http://demo.agnidesigns.com/fortune/demo14/comments/feed/	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/comments/feed/index.html	(from http://demo.agnidesigns.com/fortune/demo14/)
17:04:36	327/327	---M-Z	200	added ('OK')	text/css	etag:%22147-5479e9e8d0480-gzip%22	http://demo.agnidesigns.com/fortune/demo14/wp-content/themes/fortun-child/style.css?ver=4.8.9	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/wp-content/themes/fortun-child/style1f93.css	(from http://demo.agnidesigns.com/fortune/demo14/)
17:04:36	51269/51269	---M-Z	200	added ('OK')	text/css	etag:%22c845-5377e93e1a980-gzip%22	http://demo.agnidesigns.com/fortune/demo14/wp-content/themes/fortun/css/ionicons.min.css?ver=2.0.1	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/wp-content/themes/fortun/css/ionicons.min7406.css	(from http://demo.agnidesigns.com/fortune/demo14/)
17:04:37	28986/28986	---M-Z	200	added ('OK')	text/css	etag:%22713a-5464dae678800-gzip%22	http://demo.agnidesigns.com/fortune/demo14/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.0.1	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min972f.css	(from http://demo.agnidesigns.com/fortune/demo14/)
17:04:37	8165/8165	---M-Z	200	added ('OK')	text/css	etag:%221fe5-51e239e6a2b80-gzip%22	http://demo.agnidesigns.com/fortune/demo14/wp-content/themes/fortun/css/Pe-icon-7-stroke.min.css?ver=1.2.0	C:/Users/Hp%20ProBook/Desktop/New/Back%20End/New%20folder/Demo14/demo.agnidesigns.com/fortune/demo14/wp-content/themes/fortun/css/Pe-icon-7-stroke.min7359.css	(from http://demo.agnidesigns.com/fortune/demo14/)
